name,industry,category,country,city,address,website,phone,email,description,logoUrl,imageUrl,products,certifications,moq,rating,reviewCount,sourceUrl,images
"Zhejiang Zhiju Pipeline Industry Co., Ltd.",Industrial Equipment,Industrial Parts,China,Wenzhou,,https://www.zhiju-steel.com/,,,"Zhejiang Zhiju Pipeline Industry Co., Ltd. (also listed as Wenzhou Zhiju Pipe Fitting Co., Ltd.) was established in 1991 and is recorded on Made-in-China as a Manufacturer/Factory of stainless steel pipe fittings and forged flanges, not a trading company. The factory address is Tonghai Road, Gaoxin Industrial Zone, Longwan District, Wenzhou; the official site also lists No. 1199 Yansheng Road, Kunpeng Street, Wenzhou Marine Economic Development Demonstration Zone. Made-in-China reports 10 production lines, own-brand ZHIJU PIPE, prior-year fittings output of 2,000 tons, and an export license in the name WENZHOU ZHIJU PIPE CO.,LTD.",https://image.made-in-china.com/206f0j00ZTQEtjrIFags/Zhejiang-Zhiju-Pipeline-Industry-Co-Ltd-.jpg,/images/suppliers/phase1/industrial-parts/zhiju-1.jpg,Butt-weld pipe fittings|Elbows|Tees|Reducers|Flanges|Pipe caps|Lap-joint stub ends|Sanitary fittings,ISO 9001|ISO 14001|PED|BV,10 pieces (Made-in-China product listings; some items 50–100 pieces),,,https://zhiju123.en.made-in-china.com/,/images/suppliers/phase1/industrial-parts/zhiju-1.jpg|/images/suppliers/phase1/industrial-parts/zhiju-2.jpg
"Wafangdian Bearing Group Corp., Ltd.",Industrial Equipment,Industrial Parts,China,Wafangdian,,https://zwz-bearing.com/en/,,,"Wafangdian Bearing Group Corp., Ltd. (ZWZ) is a large-scale bearing manufacturer based at No. 1 Beigongji Street, Wafangdian, Liaoning, in the historic center of China’s bearing industry. The official site states the group has 9 manufacturing bases, 10 business divisions and 26 wholly-owned or holding subsidiaries, producing more than 20,000 specifications across ten bearing categories from 20 mm inner diameter to 16 m outer diameter. Products are used in industrial equipment, railway, automotive, wind power and special applications; the group operates a national large-scale bearing engineering and technology research center plus overseas R&D in Europe and the United States.",https://www.zwz-bearing.com/en/Public/Upload/image/20210926/163262643829c35cdd9e09e547.jpg,/images/suppliers/phase1/industrial-parts/zwz-1.jpg,Deep groove ball bearings|Spherical roller bearings|Tapered roller bearings|Cylindrical roller bearings|Slewing bearings|Thrust bearings|Joint bearings,ISO 9000 / ISO 9001 family|ISO 14001|QS9000|ISO 18000,,,,https://zwz-bearing.com/en/,/images/suppliers/phase1/industrial-parts/zwz-1.jpg|/images/suppliers/phase1/industrial-parts/zwz-2.jpg
"Luoyang Huigong Bearing Technology Co., Ltd.",Industrial Equipment,Industrial Parts,China,Luoyang,,https://www.chgbearings.com/en,,,"Luoyang Huigong Bearing Technology Co., Ltd. (brand CHG), established in 1998, designs and manufactures rolling-mill bearings, high-precision thin-section bearings and large high-end rollers at No. 999 Guanlin Road, Luolong District, Luoyang, Henan. The company profile states a site of 39,330 m², more than 350 employees, over 150 production machines and 2023 output value of about CNY 150 million. Rolling-mill bearings are described as the flagship line (inner diameters 90 mm to 1,400 mm); thin-section bearings are offered from 1 inch to 40 inches with accuracy up to P2. Products are stated to be supplied to more than 30 countries and regions.",https://www.lyhgbearing.com/images/huigong_01_04.jpg,/images/suppliers/phase1/industrial-parts/huigong-2.jpg,Rolling mill bearings|Thin-section bearings|Slewing bearings|Crossed roller bearings|Large cylindrical/tapered/spherical rollers|Precision angular contact ball bearings,ISO 9001:2015|ISO 14001:2015|ISO 45001:2018,,,,https://www.chgbearings.com/en/CompanyProfile/index.html,/images/suppliers/phase1/industrial-parts/huigong-2.jpg
"Tong Ming Enterprise (Zhejiang) Co., Ltd.",Industrial Equipment,Industrial Parts,China,Jiaxing,,https://eng.tonggroup.com.tw/,,,"Tong Ming Enterprise (Zhejiang) Co., Ltd. (浙江东明不锈钢制品股份有限公司) is the principal operating factory of Tong Ming Enterprise Co., Ltd., a Taiwan Stock Exchange-listed stainless-steel fastener group (ticker 5538). The Jiaxing Economic Development Zone plant was founded in December 1995 at No. 88 Chang Sheng Road (East), Jiaxing, on a 152,000 m² site producing more than 120,000 tonnes per year of stainless steel fasteners and wire. Fastener World and the group site describe two production plants, an automated warehouse (from 2004) and a newer Gaoke fastener plant in production since October 2023. Main products are screws, nuts, threaded rod and stainless steel wire under the TONG / THE head mark.",https://eng.tonggroup.com.tw/uploads/1/6/0/5/16052026/2376290501.png,http://www.the.com.cn/upload/202512/watermark/1766977781.png,Hexagon head bolts|Hexagon nuts|Tapping screws|Machine screws|Threaded rod|Flange nuts|Stainless steel wire,ISO 9001|ISO 14001|CE / PED,,,,https://eng.tonggroup.com.tw/,http://www.the.com.cn/upload/202512/watermark/1766977781.png|http://www.the.com.cn/upload/202105/watermark/1620280417871694.jpg
Sundram Fasteners Limited,Industrial Equipment,Industrial Parts,India,Chennai,,https://sundram.com/,,,"Sundram Fasteners Limited is a TVS Group manufacturer of high-tensile fasteners and precision metal components, incorporated in 1962 with production starting in 1966 and registered office at 98-A, Dr. Radhakrishnan Salai, Mylapore, Chennai. IndiaMART lists the firm as a Manufacturer. Indian factories named in company filings include Padi, Hosur, Aviyur, Gummidipoondi, Mahindra World City SEZ and others, plus overseas plants Sundram Fasteners (Zhejiang) Limited in China and Cramlington Precision Forge Limited in the UK. Product lines cover high-tensile fasteners (about M3 to M80), powder-metal parts, cold-extruded and hot-forged components, radiator caps and automotive pumps.",https://sundram.com/images/row-1/fasteners-one.jpg,/images/suppliers/phase1/industrial-parts/sundram-1.jpg,High-tensile fasteners|Hot-forged parts|Cold-extruded parts|Powder-metal components|Radiator caps|Automotive pumps|Powertrain components,IATF 16949|ISO 14001|ISO 45001|ISO/IEC 17025,,,,https://www.indiamart.com/sundram-fastener-limited/aboutus.html,/images/suppliers/phase1/industrial-parts/sundram-1.jpg|/images/suppliers/phase1/industrial-parts/sundram-2.jpg
Kirloskar Brothers Limited,Industrial Equipment,Industrial Parts,India,Pune,,https://www.kirloskarpumps.com/,,,"Kirloskar Brothers Limited (KBL), founded in 1888 and incorporated in 1920 (CIN L29113PN1920PLC000670), manufactures pumps and industrial valves. Global headquarters is Yamuna, Survey No. 98/(3-7), Baner, Pune; the mother plant at Kirloskarvadi, Sangli district, Maharashtra (established 1910) runs foundry through machining, assembly and testing of pumps from 5 kW to 4,500 kW and a dedicated valve shop. The company states manufacturing facilities in India, the UK, the Netherlands and the USA and customers in over 130 countries. Bureau Veritas IMS certificate C728093 covers design and manufacture of centrifugal pumps, hydel turbines, a wide valve range and ferrous/non-ferrous/alloy steel castings at Kirloskarvadi and other Indian sites.",https://media-eshop.kirloskarpumps.com/media/catalog/product/w/e/web_banner_ord_10782_kdi-01_1_7.jpg,/images/suppliers/phase1/industrial-parts/kirloskar-1.jpg,Centrifugal pumps|Split-case pumps|Vertical turbine pumps|Process pumps|Butterfly valves|Sluice/gate valves|Check valves|Knife-edge gate valves,ISO 9001:2015|ISO 14001:2015|ISO 45001:2018|ISO 50001:2018,,,,https://www.kirloskarpumps.com/,/images/suppliers/phase1/industrial-parts/kirloskar-1.jpg|/images/suppliers/phase1/industrial-parts/kirloskar-2.jpg
"Shandong Corruone New Material Co., Ltd.",Plastics & Packaging,Packaging,China,Anqiu,,https://www.corruone.com/,,,"Made-in-China lists Shandong Corruone New Material Co., Ltd. as a Manufacturer/Factory founded in 2008, producing corrugated plastic sheets, PP honeycomb sheet, corrugated plastic boxes, signs, layer pads and related products. The listed factory is in Xin'an Subdistrict, Anqiu, Weifang, Shandong, with three sheet production lines plus finishing lines for boxes and signs. The company states ISO 9001, ISO 14001, ISO 45001 and IATF 16949 on its site and Made-in-China profile, and names North America, South America, Southeast Asia, Oceania, the Mid East and Western Europe as main markets. Typical listed MOQ on sheet products is 500 kg.",https://www.corruone.com/photo/cs150656131-shandong_corruone_new_material_co_ltd.jpg,/images/suppliers/phase1/packaging/corruone-1.jpg,PP corrugated plastic sheets (coroplast/corflute)|Corrugated plastic boxes and turnover boxes|PP honeycomb sheets and layer pads,ISO 9001|ISO 14001|ISO 45001|IATF 16949,500 kg (typical sheet listings on Made-in-China),,,https://china-coroplast.en.made-in-china.com/,/images/suppliers/phase1/packaging/corruone-1.jpg|/images/suppliers/phase1/packaging/corruone-2.jpg
"Dongguan Yalan Packing Materials Co., Ltd.",Plastics & Packaging,Packaging,China,Dongguan,,https://www.yalanpack.com/,,,"Made-in-China classifies Dongguan Yalan Packing Materials Co., Ltd. as a Manufacturer/Factory at No. 230 West Liuhua Street, Xiakou, Dongcheng District, Dongguan. The legal entity is listed as established 21 January 2009; the firm produces LLDPE stretch film, PP/PET strapping, BOPP packing tape and related packing materials under the Junxing brand. Company pages state ISO 9001:2015 and SGS product testing, a plant of about 18,000 square meters, and jumbo stretch-film listings with MOQs from 1,000 kg. The factory address on the company site matches the Made-in-China factory address.",https://bsg-i.nbxc.com/company/38/bbb6f68c3c435524e4a7484629dfa2.jpg,/images/suppliers/phase1/packaging/yalan-1.jpg,LLDPE hand and machine stretch film|Jumbo/master-roll stretch film|PP/PET strapping and BOPP packing tape,"ISO 9001:2015|SGS (product testing, as stated by company)","1,000 kg (jumbo stretch film listings)",,,https://yalanpacking.en.made-in-china.com/,/images/suppliers/phase1/packaging/yalan-1.jpg|/images/suppliers/phase1/packaging/yalan-2.jpg
"Jiangsu Jieyuan Container Co., Ltd.",Plastics & Packaging,Packaging,China,Zhenjiang,,https://jieyuanpackaging.com/,,,"Jiangsu Jieyuan Container Co., Ltd. (formerly Jinshan Pack) is an IBC manufacturer founded in 1994, with headquarters at No. 69 Hengyuan Road, Dantu Industrial Park, Zhenjiang, Jiangsu. Made-in-China lists ISO 9001:2015 and ISO 14001; the company site also states UN certification and FSSC 22000 and says it co-drafted China's GB/T 19161 IBC standard. The site describes seven automated production bases, a Zhenjiang flagship plant, and composite IBCs in 500L–1200L plus food-grade, UV-blocking and anti-static variants. Products and IBC production machinery are shown on the company site and Made-in-China storefront.",https://jieyuanpackaging.com/wp-content/uploads/2025/12/factory-3.webp,/images/suppliers/phase1/packaging/jieyuan-1.jpg,"1000L and 1200L composite IBC tanks|500L horizontal and vertical IBCs|Food-grade, anti-static and explosion-proof IBCs and accessories","ISO 9001:2015|ISO 14001|FSSC 22000|UN certification (IBC, as stated by company)",,,,https://jieyuanpackaging.en.made-in-china.com/,/images/suppliers/phase1/packaging/jieyuan-1.jpg|/images/suppliers/phase1/packaging/jieyuan-2.jpg
"Hangzhou Hansin New Packing Material Co., Ltd.",Plastics & Packaging,Packaging,China,Hangzhou,,https://hansinpacking.com/,,,"Hangzhou Hansin New Packing Material Co., Ltd. is listed on Made-in-China as a manufacturer of aseptic bags, bag-in-box, IBC liners and related liquid flexible packaging, with the factory at No. 98 Dakang Road, Qingshanhu Science and Technology City, Lin'an, Hangzhou. Founded in 2006, the company states it helped draft China's national standard for composite bags for aseptic packaging of liquid foods and is an Asian member of the European Aseptic Bag Manufacturers Association. Made-in-China lists ISO 9001 and ISO 22000; the company certificate page also lists BRC, FSSC 22000, ISO 45001, Halal and Kosher. Aseptic-bag listings commonly show MOQ of 2,000 pieces, with named export regions including the Middle East, Southeast Asia, South America and North Africa.",https://image.made-in-china.com/206f0j00CagEonTsItuD/Hangzhou-Hansin-New-Packing-Material-Co-Ltd-.webp,/images/suppliers/phase1/packaging/hansin-2.jpg,Aseptic bags for liquid food (including 220L)|Bag-in-box liners|IBC liners and form-fit liners (1000L–1500L),"ISO 9001|ISO 22000|FSSC 22000|BRC (BRCGS, as stated by company)","2,000 pieces (typical aseptic-bag listings on Made-in-China)",,,https://hansinpack.en.made-in-china.com/,/images/suppliers/phase1/packaging/hansin-2.jpg
Dongguan Caicheng Printing Factory,Plastics & Packaging,Packaging,China,Dongguan,,https://www.ccprinting.cn/,,,"Dongguan Caicheng Printing Factory (export brand PACKCCP) is listed on Made-in-China as a Manufacturer/Factory of paper boxes, gift boxes and paper bags, established in 1996 at Luwu Industrial Zone, Chashan Town, Dongguan. The Made-in-China profile and company sites describe Heidelberg offset printing, lamination, foil stamping and box-gluing lines, with ISO 9001, FSC and Sedex/BSCI stated. PACKCCP says it exports to 50+ countries including the UK, Australia, Middle East, Russia and Singapore, and lists MOQ from 500 pieces on custom box/bag listings. Factory and certificate images are published on packccp.com.",https://packccp.com/wp-content/uploads/2026/07/pacckccp-factory-1.webp,/images/suppliers/phase1/packaging/caicheng-1.jpg,Folding cartons and paper boxes|Rigid/magnetic gift boxes|Corrugated mailer boxes and printed paper bags,ISO 9001|FSC|SEDEX|BSCI,500 pieces (Made-in-China and PACKCCP listings),,,https://www.made-in-china.com/showroom/christinaccprinting/,/images/suppliers/phase1/packaging/caicheng-1.jpg|/images/suppliers/phase1/packaging/caicheng-2.jpg
"Wuxi Sifang Youxin Co., Ltd.",Plastics & Packaging,Packaging,China,Wuxi,,https://www.wxsfgroup.com/,,,"Wuxi Sifang Youxin Co., Ltd. is a steel-drum and industrial packaging manufacturer in Binhu District, Wuxi, Jiangsu (office listed at No. 48 Changkang Road, Mashan). The company dates industrial roots to 1977 and states four packaging production bases making 4–230L open- and closed-head steel drums and IBC totes, with claimed annual capacity of 12 million units. Product pages state UN/ISO compliance for industrial liquid packaging; named industrial customers on the about page include Sinopec and BASF. Tianyancha records the registered Chinese legal name 无锡四方友信股份有限公司 at a Mashan, Binhu, Wuxi address.",https://shopcdnpro.grainajz.com/category/403801/4007/23ffb72114e9cc748992f1f65bc9fe8a/image.png,/images/suppliers/phase1/packaging/sifang-2.jpg,Tight-head and open-head steel drums (including 200L/210L)|Composite/lined steel drums|IBC totes,UN packaging standards (as stated on product pages),,,,https://www.wxsfgroup.com/about-us,/images/suppliers/phase1/packaging/sifang-2.jpg
Meghdoot Packaging (Uttaranchal),Plastics & Packaging,Packaging,India,Rudrapur,,https://meghdootpackaging.com/,,,"Meghdoot Packaging is an Indian corrugated-box manufacturer with a manufacturing campus at Khasra No. 73/89/90ka/91, Dineshpur Road, Jafarpur, Udham Singh Nagar, Uttarakhand 263153 (Rudrapur area), plus a New Delhi site. GSTIN 05AAQFM3933Q1ZL and an active LEI record the same Uttarakhand factory/manufacturing address. The company site describes multi-colour corrugated cartons, fruit and vegetable cartons, and 6-colour flexo post-print, with ISO 9001:2015 and FSC-certified materials stated. Named customers on the site include Nestlé, Reckitt Benckiser, Tata Global Beverages, Flipkart, Zara, Puma and Adidas.",https://meghdootpackaging.com/wp-content/uploads/2025/06/New-Project.jpg,/images/suppliers/phase1/packaging/meghdoot-1.jpg,Multi-colour printed corrugated boxes|RSC and export shipping cartons|Fruit and vegetable corrugated cartons,ISO 9001:2015|FSC-certified materials (as stated by company),,,,https://meghdootpackaging.com/,/images/suppliers/phase1/packaging/meghdoot-1.jpg|/images/suppliers/phase1/packaging/meghdoot-2.jpg
"Shangyue (Shanghai) Printing Co., Ltd.",Plastics & Packaging,Packaging,China,Shanghai,,https://www.sh-sylabel.com/,,,"Shangyue (Shanghai) Printing Co., Ltd. (Sy Label) is a self-adhesive label manufacturer established in 2001, with the factory at Building A, No. 1688 Minta Road, Shihudang Town, Songjiang District, Shanghai. Made-in-China lists ISO 9001 and FSC; the company site also states FSC CoC and in-house coating plus converting (thermal, laser/inkjet, and printed labels). The firm states additional plants in Shenzhen, Kunshan and Jinan. U.S. import records on ImportYeti use the same Songjiang factory address, supporting that it is a producing exporter rather than a trading desk.",https://ecdn6.globalso.com/upload/p/4332/image_other/2025-08/banner4.jpg,/images/suppliers/phase1/packaging/shangyue-1.jpg,Direct thermal and thermal-transfer labels|A4/letter sheet labels|Custom printed self-adhesive labels and jumbo label rolls,ISO 9001|FSC,,,,https://www.made-in-china.com/showroom/afinazhang/,/images/suppliers/phase1/packaging/shangyue-1.jpg|/images/suppliers/phase1/packaging/shangyue-2.jpg
UFlex Limited,Plastics & Packaging,Packaging,India,Noida,,https://www.uflexltd.com/,,,"UFlex Limited is an NSE/BSE-listed Indian flexible-packaging manufacturer founded in 1985, with corporate office at A-107-108, Sector-IV, Noida, and film plants including A-1, Sector-60, Noida. The company manufactures BOPET, BOPP, CPP and metallized films, converted flexible packaging (pouches, laminates, tubes) and aseptic liquid packs, with additional Indian plants in Jammu, Dharwad, Sanand, Panipat and Malanpur and overseas film plants in the UAE, Egypt, Mexico, USA, Poland, Russia, Nigeria and Hungary. Noida plant accreditations published by UFlex include DNV-GL ISO 9001:2015, FSSC 22000 and BRC Global Standard for Packaging Materials. The site states clients in about 140 countries.",https://www.uflexltd.com/assets/images/sliders/Manufacturing-Facilities-banner.jpg,/images/suppliers/phase1/packaging/uflex-1.jpg,"BOPET, BOPP, CPP and metallized packaging films|Converted flexible packaging (pouches, laminates, 4D bags)|Aseptic liquid packaging (Asepto) and flexible tubes","ISO 9001:2015 (Noida plant, DNV-GL)|FSSC 22000 (Noida plant, DNV-GL)|BRC Global Standard for Packaging Materials (Noida plant, DNV-GL)|ISO 14001:2015 (Packaging Films, Noida, TÜV Rheinland)",,,,https://www.uflexltd.com/,/images/suppliers/phase1/packaging/uflex-1.jpg|/images/suppliers/phase1/packaging/uflex-2.jpg
"Shandong Dingsheng Container Co., Ltd.",Plastics & Packaging,Packaging,China,Qingzhou,,https://www.dsibctank.com/,,,"Shandong Dingsheng Container Co., Ltd. is an IBC tank and fittings manufacturer based in Qingzhou, Shandong, with roots stated as 1995. The company site describes HDPE blow-moulded inner containers with metal cages, plus IBC valves, lids, pallets and couplings, and a second production base opened in Quanzhou, Fujian, in 2022. Stated certifications include a national industrial product production license, ISO 9001, ISO 14001 and OHSAS 18001. The firm says finished IBCs and accessories are sold in Oceania, North America and Southeast Asia and exhibited at Korea Chem 2025.",https://www.dsibctank.com/uploads/42465/banner/2025041505535117cb9.jpg,/images/suppliers/phase1/packaging/dingsheng-1.jpg,"1000L composite IBC tanks|Anti-static IBC tanks|IBC valves, lids, pallets and fittings","ISO 9001|ISO 14001|OHSAS 18001|National industrial product production license (China, as stated by company)",,,,https://www.dsibctank.com/,/images/suppliers/phase1/packaging/dingsheng-1.jpg|/images/suppliers/phase1/packaging/dingsheng-2.jpg
